times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
39.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
40.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
41.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
42.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
43.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
44.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
45.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
47.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
48.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
50.0,0.8866998783192139,0.5825816746451665,0.9476562947033271,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
52.0,0.866995436578787,0.5825816746451665,0.9256177762218546,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
54.0,0.866995436578787,0.5825816746451665,0.9256177762218546,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
55.0,0.866995436578787,0.5825816746451665,0.9256177762218546,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
56.0,0.866995436578787,0.5825816746451665,0.9256177762218546,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
57.0,0.866995436578787,0.5825816746451665,0.9256177762218546,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
58.0,0.866995436578787,0.5825816746451665,0.9256177762218546,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
59.0,0.866995436578787,0.5825816746451665,0.9256177762218546,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.7878512906768007,0.7397129427902845,0.44389047485022703,0.9722222222222221
60.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
63.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
65.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
66.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
70.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
72.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
77.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
78.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
80.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
82.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
84.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
86.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
91.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
94.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
95.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
98.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
99.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
101.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
102.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
108.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
116.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
120.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
126.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
129.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
130.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
131.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
132.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
137.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
147.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
155.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
157.0,0.8414955707970578,0.5825816746451665,0.8966922207149216,0.625228126677402,0.4474458874458877,0.625228126677402,0.2721574074074073,0.3888888888888888,0.9629872256796598,0.6329024510842688,0.6893698793422007,0.6340396652488154,0.44389047485022703,0.9722222222222221
