times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14
19.0,0.9204755230087401,0.9583041182393197,0.7502737520128825,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.7282270933064581,0.6711688311688316,0.7502737520128825,0.6658357122753407,0.9722222222222221,0.827199775533109,0.7282270933064581,0.9629872256796598,0.74249880642553,0.7397129427902845
20.0,0.9204755230087401,0.9583041182393197,0.7502737520128825,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.7282270933064581,0.6711688311688316,0.7502737520128825,0.6658357122753407,0.9722222222222221,0.827199775533109,0.7282270933064581,0.9629872256796598,0.74249880642553,0.7397129427902845
21.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
22.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
23.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
24.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
25.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
27.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
28.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
29.0,0.9111777904530968,0.9476562947033271,0.625228126677402,0.5102951388888888,0.8357142857142859,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.75199979593919,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
30.0,0.8991886089997663,0.9476562947033271,0.625228126677402,0.408236111111111,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
31.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
32.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
33.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
36.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
37.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
38.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
39.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
40.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
41.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
42.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
43.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
44.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
45.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
47.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
48.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
50.0,0.8866998783192139,0.9476562947033271,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
52.0,0.866995436578787,0.9256177762218546,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
54.0,0.866995436578787,0.9256177762218546,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
55.0,0.866995436578787,0.9256177762218546,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
56.0,0.866995436578787,0.9256177762218546,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
57.0,0.866995436578787,0.9256177762218546,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
58.0,0.866995436578787,0.9256177762218546,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
59.0,0.866995436578787,0.9256177762218546,0.625228126677402,0.2721574074074073,0.6267857142857145,0.7214880952380954,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.74249880642553,0.7397129427902845
60.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
63.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
65.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
66.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
70.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
72.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
77.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
78.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
80.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
82.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
84.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
86.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
91.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
94.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
95.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
98.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
99.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
101.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
102.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
108.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
116.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
120.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
126.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
129.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
130.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
131.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
132.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
137.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
147.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
155.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
157.0,0.8414955707970578,0.8966922207149216,0.625228126677402,0.2721574074074073,0.6267857142857145,0.618418367346939,0.5825816746451665,0.4474458874458877,0.625228126677402,0.44389047485022703,0.9722222222222221,0.6579998214467914,0.5825816746451665,0.9629872256796598,0.63642754836474,0.6340396652488154
