times,population,R0,R1,R2,R3
170.0,0.8595434813051397,0.627906976744186,0.9504024144869218,0.6000000000000001,0.8030303030303034
172.0,0.8543341268729879,0.6046511627906977,0.9504024144869218,0.5333333333333332,0.7878787878787883
173.0,0.8439154180086825,0.5813953488372092,0.9433098591549299,0.4666666666666666,0.7575757575757578
174.0,0.8387060635765307,0.5813953488372092,0.9362173038229378,0.4666666666666666,0.7424242424242425
177.0,0.8334967091443779,0.5813953488372092,0.9291247484909457,0.4666666666666666,0.7272727272727277
182.0,0.8334967091443779,0.5813953488372092,0.9291247484909457,0.4666666666666666,0.7272727272727277
184.0,0.8282545914768032,0.558139534883721,0.9291247484909457,0.4666666666666666,0.7272727272727277
191.0,0.8230124738092283,0.558139534883721,0.9220321931589539,0.4666666666666666,0.7121212121212123
192.0,0.8177703561416538,0.558139534883721,0.9149396378269621,0.4666666666666666,0.7121212121212123
205.0,0.8125282384740793,0.558139534883721,0.90784708249497,0.4666666666666666,0.7121212121212123
208.0,0.8072861208065047,0.558139534883721,0.9007545271629782,0.4666666666666666,0.6969696969696972
209.0,0.8020440031389295,0.558139534883721,0.8936619718309863,0.4666666666666666,0.681818181818182
213.0,0.7968018854713551,0.558139534883721,0.8865694164989947,0.4666666666666666,0.681818181818182
216.0,0.7915597678037802,0.558139534883721,0.8794768611670026,0.4666666666666666,0.681818181818182
219.0,0.7810755324686309,0.5348837209302326,0.8723843058350101,0.4666666666666666,0.6666666666666669
222.0,0.7758334148010559,0.5348837209302326,0.8652917505030187,0.4666666666666666,0.6666666666666669
228.0,0.7705912971334813,0.5348837209302326,0.8581991951710267,0.4666666666666666,0.6515151515151517
230.0,0.7653491794659067,0.5348837209302326,0.8511066398390345,0.4666666666666666,0.6363636363636367
235.0,0.7601070617983319,0.5348837209302326,0.8440140845070428,0.4666666666666666,0.6363636363636367
238.0,0.7548649441307574,0.5116279069767443,0.8440140845070428,0.4666666666666666,0.6363636363636367
243.0,0.7496228264631825,0.5116279069767443,0.836921529175051,0.4666666666666666,0.6212121212121215
245.0,0.744380708795608,0.5116279069767443,0.8298289738430589,0.4666666666666666,0.6060606060606063
254.0,0.7391385911280334,0.5116279069767443,0.8227364185110666,0.4666666666666666,0.590909090909091
255.0,0.7338964734604583,0.48837209302325585,0.8227364185110666,0.4666666666666666,0.590909090909091
256.0,0.7286543557928836,0.4651162790697674,0.8227364185110666,0.4666666666666666,0.5757575757575759
262.0,0.7234122381253094,0.4651162790697674,0.8156438631790749,0.4666666666666666,0.5757575757575759
264.0,0.7181701204577345,0.441860465116279,0.8156438631790749,0.4666666666666666,0.5606060606060608
270.0,0.71292800279016,0.441860465116279,0.8085513078470831,0.4666666666666666,0.5606060606060608
273.0,0.7076858851225851,0.441860465116279,0.8014587525150911,0.4666666666666666,0.5606060606060608
274.0,0.7024437674550101,0.41860465116279066,0.8014587525150911,0.4666666666666666,0.5606060606060608
275.0,0.6972016497874356,0.39534883720930236,0.8014587525150911,0.4666666666666666,0.5606060606060608
276.0,0.6972016497874356,0.39534883720930236,0.8014587525150911,0.4666666666666666,0.5606060606060608
279.0,0.68663798842702,0.39534883720930236,0.7872736418511068,0.39999999999999997,0.5454545454545456
291.0,0.6813561577468121,0.37063953488372103,0.7872736418511068,0.39999999999999997,0.5454545454545456
293.0,0.6760743270666042,0.37063953488372103,0.7801810865191153,0.39999999999999997,0.5454545454545456
296.0,0.6707924963863965,0.37063953488372103,0.773088531187123,0.39999999999999997,0.5454545454545456
301.0,0.6655106657061887,0.37063953488372103,0.7659959758551314,0.39999999999999997,0.5303030303030304
307.0,0.6602288350259811,0.34593023255813954,0.7659959758551314,0.39999999999999997,0.5303030303030304
308.0,0.6549470043457731,0.34593023255813954,0.7589034205231389,0.39999999999999997,0.5151515151515155
310.0,0.6496651736655649,0.34593023255813954,0.751810865191147,0.39999999999999997,0.5151515151515155
317.0,0.6443833429853575,0.3212209302325582,0.751810865191147,0.3333333333333333,0.5000000000000002
324.0,0.6338196816249415,0.3212209302325582,0.7447183098591551,0.3333333333333333,0.5000000000000002
327.0,0.6285378509447339,0.2965116279069768,0.7447183098591551,0.3333333333333333,0.5000000000000002
328.0,0.6232560202645261,0.2965116279069768,0.7376257545271632,0.3333333333333333,0.48484848484848503
334.0,0.6179741895843182,0.2965116279069768,0.7305331991951715,0.3333333333333333,0.48484848484848503
336.0,0.6126923589041101,0.2965116279069768,0.7234406438631791,0.3333333333333333,0.4696969696969699
338.0,0.6074105282239024,0.2965116279069768,0.7163480885311876,0.3333333333333333,0.4696969696969699
343.0,0.6021286975436947,0.2965116279069768,0.7092555331991958,0.3333333333333333,0.45454545454545475
346.0,0.5968468668634869,0.27180232558139544,0.7092555331991958,0.3333333333333333,0.45454545454545475
347.0,0.5915650361832786,0.27180232558139544,0.7021629778672035,0.3333333333333333,0.45454545454545475
351.0,0.5862832055030709,0.24709302325581406,0.7021629778672035,0.3333333333333333,0.45454545454545475
369.0,0.5810013748228634,0.24709302325581406,0.6950704225352119,0.3333333333333333,0.4393939393939396
370.0,0.5757195441426551,0.24709302325581406,0.6879778672032196,0.3333333333333333,0.42424242424242437
372.0,0.5704377134624475,0.22238372093023265,0.6879778672032196,0.3333333333333333,0.42424242424242437
374.0,0.5651558827822394,0.22238372093023265,0.6808853118712276,0.3333333333333333,0.42424242424242437
376.0,0.5598740521020317,0.22238372093023265,0.6808853118712276,0.3333333333333333,0.42424242424242437
382.0,0.5545922214218237,0.22238372093023265,0.6737927565392356,0.3333333333333333,0.4090909090909093
395.0,0.549310390741616,0.22238372093023265,0.6667002012072437,0.3333333333333333,0.4090909090909093
404.0,0.5440285600614083,0.19767441860465118,0.6667002012072437,0.3333333333333333,0.4090909090909093
407.0,0.5334648987009927,0.19767441860465118,0.65251509054326,0.3333333333333333,0.4090909090909093
413.0,0.5334648987009927,0.19767441860465118,0.65251509054326,0.3333333333333333,0.4090909090909093
414.0,0.5281302497139824,0.19767441860465118,0.6453445950427847,0.26666666666666666,0.39393939393939414
432.0,0.5227956007269727,0.19767441860465118,0.6381740995423093,0.26666666666666666,0.39393939393939414
445.0,0.5227956007269727,0.19767441860465118,0.6381740995423093,0.26666666666666666,0.39393939393939414
446.0,0.5120163099903341,0.19767441860465118,0.6309221211384192,0.26666666666666666,0.37878787878787884
459.0,0.5066266646220148,0.19767441860465118,0.623670142734529,0.26666666666666666,0.37878787878787884
461.0,0.5012370192536957,0.19767441860465118,0.6164181643306396,0.26666666666666666,0.37878787878787884
465.0,0.4958473738853763,0.1729651162790698,0.6164181643306396,0.26666666666666666,0.37878787878787884
477.0,0.49045772851705677,0.1729651162790698,0.6091661859267493,0.26666666666666666,0.37878787878787884
480.0,0.4850680831487376,0.1729651162790698,0.6019142075228598,0.26666666666666666,0.3636363636363638
494.0,0.47967843778041824,0.1729651162790698,0.5946622291189699,0.26666666666666666,0.3484848484848486
498.0,0.4742887924120992,0.1729651162790698,0.5874102507150801,0.26666666666666666,0.3484848484848486
513.0,0.4688991470437797,0.1729651162790698,0.5801582723111898,0.26666666666666666,0.3484848484848486
517.0,0.46350950167546023,0.1729651162790698,0.5729062939073002,0.26666666666666666,0.3484848484848486
518.0,0.4581198563071412,0.1729651162790698,0.5656543155034103,0.26666666666666666,0.3484848484848486
525.0,0.45273021093882165,0.1729651162790698,0.5584023370995206,0.26666666666666666,0.33333333333333354
526.0,0.4473405655705026,0.1729651162790698,0.5511503586956304,0.26666666666666666,0.33333333333333354
532.0,0.4419509202021833,0.1729651162790698,0.5438983802917404,0.2,0.3181818181818183
541.0,0.436494736002156,0.1729651162790698,0.5365484021796896,0.2,0.3181818181818183
544.0,0.4310385518021292,0.1729651162790698,0.5291984240676392,0.2,0.3181818181818183
545.0,0.4255823676021022,0.1729651162790698,0.5218484459555887,0.2,0.3030303030303031
546.0,0.4201261834020754,0.1729651162790698,0.5144984678435383,0.2,0.3030303030303031
548.0,0.41459820730467956,0.1729651162790698,0.5070419683095739,0.2,0.3030303030303031
553.0,0.40907023120728414,0.1729651162790698,0.4995854687756093,0.13333333333333333,0.2878787878787879
560.0,0.40354225510988817,0.1729651162790698,0.49212896924164495,0.13333333333333333,0.2878787878787879
561.0,0.39801427901249253,0.1729651162790698,0.48467246970768063,0.13333333333333333,0.27272727272727276
575.0,0.3924863029150968,0.14825581395348839,0.48467246970768063,0.13333333333333333,0.27272727272727276
593.0,0.3924863029150968,0.14825581395348839,0.48467246970768063,0.13333333333333333,0.27272727272727276
599.0,0.3868793557305954,0.14825581395348839,0.47709946236849826,0.13333333333333333,0.27272727272727276
600.0,0.3868793557305954,0.14825581395348839,0.47709946236849826,0.13333333333333333,0.27272727272727276
608.0,0.3811899534404393,0.14825581395348839,0.4694043097496515,0.13333333333333333,0.27272727272727276
631.0,0.3755005511502835,0.14825581395348839,0.46170915713080457,0.13333333333333333,0.27272727272727276
637.0,0.3641217465699719,0.14825581395348839,0.4463188518931111,0.13333333333333333,0.25668449197860965
651.0,0.3641217465699719,0.14825581395348839,0.4463188518931111,0.13333333333333333,0.25668449197860965
661.0,0.35834203630695655,0.14825581395348839,0.4384886965967409,0.13333333333333333,0.25668449197860965
666.0,0.3525623260439411,0.14825581395348839,0.43065854130037046,0.13333333333333333,0.25668449197860965
672.0,0.3525623260439411,0.14825581395348839,0.43065854130037046,0.13333333333333333,0.25668449197860965
696.0,0.34668628727654227,0.12354651162790702,0.43065854130037046,0.13333333333333333,0.25668449197860965
714.0,0.3408102485091431,0.12354651162790702,0.42268338312814135,0.13333333333333333,0.23957219251336895
723.0,0.3408102485091431,0.12354651162790702,0.42268338312814135,0.13333333333333333,0.23957219251336895
726.0,0.33483112134231613,0.09265988372093027,0.42268338312814135,0.13333333333333333,0.23957219251336895
731.0,0.33483112134231613,0.09265988372093027,0.42268338312814135,0.13333333333333333,0.23957219251336895
733.0,0.33483112134231613,0.09265988372093027,0.42268338312814135,0.13333333333333333,0.23957219251336895
751.0,0.33483112134231613,0.09265988372093027,0.42268338312814135,0.13333333333333333,0.23957219251336895
757.0,0.32851355301510266,0.09265988372093027,0.4142297154655785,0.13333333333333333,0.21779290228488088
760.0,0.32851355301510266,0.09265988372093027,0.4142297154655785,0.13333333333333333,0.21779290228488088
763.0,0.32207211079912024,0.09265988372093027,0.40559992972671216,0.13333333333333333,0.21779290228488088
775.0,0.31563066858313776,0.09265988372093027,0.396970143987846,0.13333333333333333,0.21779290228488088
782.0,0.3091892263671555,0.09265988372093027,0.3883403582489797,0.13333333333333333,0.21779290228488088
785.0,0.302747784151173,0.09265988372093027,0.3797105725101135,0.13333333333333333,0.21779290228488088
794.0,0.302747784151173,0.09265988372093027,0.3797105725101135,0.13333333333333333,0.21779290228488088
800.0,0.2961663105826692,0.09265988372093027,0.3708800940796458,0.13333333333333333,0.21779290228488088
805.0,0.2895848370141654,0.09265988372093027,0.36204961564917804,0.13333333333333333,0.19056878949927078
822.0,0.2895848370141654,0.09265988372093027,0.36204961564917804,0.13333333333333333,0.19056878949927078
825.0,0.2895848370141654,0.09265988372093027,0.36204961564917804,0.13333333333333333,0.19056878949927078
854.0,0.2895848370141654,0.09265988372093027,0.36204961564917804,0.13333333333333333,0.19056878949927078
911.0,0.2825217922089418,0.09265988372093027,0.352521994184726,0.0,0.15880732458272565
914.0,0.2825217922089418,0.09265988372093027,0.352521994184726,0.0,0.15880732458272565
915.0,0.27508700820344334,0.09265988372093027,0.3427297165684836,0.0,0.15880732458272565
916.0,0.2676522241979449,0.09265988372093027,0.3329374389522413,0.0,0.11910549343704425
918.0,0.2676522241979449,0.09265988372093027,0.3329374389522413,0.0,0.11910549343704425
928.0,0.2676522241979449,0.09265988372093027,0.3329374389522413,0.0,0.11910549343704425
929.0,0.25978009995682877,0.09265988372093027,0.3225331439849838,0.0,0.11910549343704425
932.0,0.25978009995682877,0.09265988372093027,0.3225331439849838,0.0,0.11910549343704425
933.0,0.25978009995682877,0.09265988372093027,0.3225331439849838,0.0,0.11910549343704425
943.0,0.25978009995682877,0.09265988372093027,0.3225331439849838,0.0,0.11910549343704425
998.0,0.25978009995682877,0.09265988372093027,0.3225331439849838,0.0,0.11910549343704425
1058.0,0.25978009995682877,0.09265988372093027,0.3225331439849838,0.0,0.11910549343704425
1060.0,0.25978009995682877,0.09265988372093027,0.3225331439849838,0.0,0.11910549343704425
1064.0,0.2501586147732425,0.09265988372093027,0.3096318182255845,0.0,0.11910549343704425
1086.0,0.2501586147732425,0.09265988372093027,0.3096318182255845,0.0,0.11910549343704425
1089.0,0.2501586147732425,0.09265988372093027,0.3096318182255845,0.0,0.11910549343704425
1092.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1095.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1219.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1234.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1250.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1307.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1312.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1317.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1377.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1446.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1455.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1460.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1472.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1489.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1495.0,0.23973533915769074,0.09265988372093027,0.2955576446698761,0.0,0.11910549343704425
1565.0,0.20548743356373492,0.09265988372093027,0.25333512400275093,0.0,0.11910549343704425
1574.0,0.16438994685098796,0.09265988372093027,0.20266809920220075,0.0,0.11910549343704425
1609.0,0.16438994685098796,0.09265988372093027,0.20266809920220075,0.0,0.11910549343704425
1644.0,0.16438994685098796,0.09265988372093027,0.20266809920220075,0.0,0.11910549343704425
1766.0,0.16438994685098796,0.09265988372093027,0.20266809920220075,0.0,0.11910549343704425
1823.0,0.16438994685098796,0.09265988372093027,0.20266809920220075,0.0,0.11910549343704425
