times,population,R0,R1,R2,R3,R4,R5,R6
39.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
40.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
41.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
42.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
43.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
44.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
45.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
47.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
48.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
50.0,0.8866998783192139,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
52.0,0.866995436578787,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
54.0,0.866995436578787,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
55.0,0.866995436578787,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
56.0,0.866995436578787,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
57.0,0.866995436578787,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
58.0,0.866995436578787,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
59.0,0.866995436578787,0.625228126677402,1.0,0.6329024510842688,1.0,0.7829670329670328,0.7224958949096878,0.9672571121846484
60.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
63.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
65.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
66.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
70.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
72.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
77.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
78.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
80.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
82.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
84.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
86.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
91.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
94.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
95.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
98.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
99.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
101.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
102.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
108.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
116.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
120.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
126.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
129.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
130.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
131.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
132.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
137.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
147.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
155.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
157.0,0.8414955707970578,0.625228126677402,1.0,0.6329024510842688,1.0,0.5872252747252747,0.7224958949096878,0.9672571121846484
