times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
26.0,0.9798898845498077,0.96568958686879,0.9955752212389377,0.9622772009629789,0.9847516835400304,0.9679078869521691,0.9469587720511241,0.9474235807860265,1.0,0.9680543587534103,0.9634896550936867,0.9971751412429378,0.9668508287292819,0.9615633615557818,0.9915254237288134,0.9445174590903234,0.9971671388101983,0.9954337899543376,0.9442361761949395
27.0,0.9798898845498077,0.96568958686879,0.9955752212389377,0.9622772009629789,0.9847516835400304,0.9679078869521691,0.9469587720511241,0.9474235807860265,1.0,0.9680543587534103,0.9634896550936867,0.9971751412429378,0.9668508287292819,0.9615633615557818,0.9915254237288134,0.9445174590903234,0.9971671388101983,0.9954337899543376,0.9442361761949395
35.0,0.9790110595412429,0.96568958686879,0.9955752212389377,0.9622772009629789,0.9821805303192997,0.9679078869521691,0.9469587720511241,0.9474235807860265,1.0,0.9680543587534103,0.9634896550936867,0.9943341864245819,0.9668508287292819,0.9615633615557818,0.9830508474576266,0.9445174590903234,0.9943180898421693,0.9954337899543376,0.9442361761949395
38.0,0.9790110595412429,0.96568958686879,0.9955752212389377,0.9622772009629789,0.9821805303192997,0.9679078869521691,0.9469587720511241,0.9474235807860265,1.0,0.9680543587534103,0.9634896550936867,0.9943341864245819,0.9668508287292819,0.9615633615557818,0.9830508474576266,0.9445174590903234,0.9943180898421693,0.9954337899543376,0.9442361761949395
39.0,0.9781306539121595,0.9633848384514424,0.9955752212389377,0.9595589037851174,0.9821805303192997,0.9679078869521691,0.9469587720511241,0.9474235807860265,1.0,0.9680543587534103,0.9606558619904693,0.9943341864245819,0.9668508287292819,0.9615633615557818,0.9830508474576266,0.9445174590903234,0.9943180898421693,0.9954337899543376,0.9442361761949395
40.0,0.9781306539121595,0.9633848384514424,0.9955752212389377,0.9595589037851174,0.9821805303192997,0.9679078869521691,0.9469587720511241,0.9474235807860265,1.0,0.9680543587534103,0.9606558619904693,0.9943341864245819,0.9668508287292819,0.9615633615557818,0.9830508474576266,0.9445174590903234,0.9943180898421693,0.9954337899543376,0.9442361761949395
41.0,0.9781306539121595,0.9633848384514424,0.9955752212389377,0.9595589037851174,0.9821805303192997,0.9679078869521691,0.9469587720511241,0.9474235807860265,1.0,0.9680543587534103,0.9606558619904693,0.9943341864245819,0.9668508287292819,0.9615633615557818,0.9830508474576266,0.9445174590903234,0.9943180898421693,0.9954337899543376,0.9442361761949395
42.0,0.9772454678000217,0.961063429202162,0.9955752212389377,0.9568251177344476,0.9795752769232273,0.9632320034403233,0.9424919853905059,0.9429963677916999,1.0,0.9634002512594033,0.9578052511240287,0.9943341864245819,0.9668508287292819,0.9559728768955745,0.9830508474576266,0.9394119593114574,0.9943180898421693,0.9954337899543376,0.9391044578460541
44.0,0.976359479161943,0.961063429202162,0.9955752212389377,0.9568251177344476,0.9795752769232273,0.9632320034403233,0.9424919853905059,0.9429963677916999,1.0,0.9634002512594033,0.9578052511240287,0.9914686700371915,0.9668508287292819,0.9559728768955745,0.9830508474576266,0.9394119593114574,0.9914526198426244,0.9954337899543376,0.9391044578460541
46.0,0.9745875018857871,0.9564206107036013,0.9955752212389377,0.9513575456331084,0.9795752769232273,0.9585561199284771,0.9335584120692687,0.9341419418030453,1.0,0.958746143765397,0.952104029391148,0.9914686700371915,0.9556733625011977,0.9503823922353664,0.9830508474576266,0.9292009597537237,0.9914526198426244,0.9954337899543376,0.9288410211482829
47.0,0.9736990903070405,0.9540878775067633,0.9955752212389377,0.9486079573509317,0.9795752769232273,0.9585561199284771,0.9290484680496107,0.9296723631341312,1.0,0.958746143765397,0.9492362461700907,0.9914686700371915,0.9500517544864845,0.9503823922353664,0.9830508474576266,0.9240387321995363,0.9914526198426244,0.9954337899543376,0.9236519651642142
49.0,0.9736990903070405,0.9540878775067633,0.9955752212389377,0.9486079573509317,0.9795752769232273,0.9585561199284771,0.9290484680496107,0.9296723631341312,1.0,0.958746143765397,0.9492362461700907,0.9914686700371915,0.9500517544864845,0.9503823922353664,0.9830508474576266,0.9240387321995363,0.9914526198426244,0.9954337899543376,0.9236519651642142
52.0,0.9728057883893276,0.9517379073651208,0.9955752212389377,0.9458342498732979,0.9795752769232273,0.953857315419024,0.9290484680496107,0.9296723631341312,1.0,0.9540464077665471,0.9463422332244499,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9830508474576266,0.9240387321995363,0.9914526198426244,0.9954337899543376,0.9236519651642142
53.0,0.9728057883893276,0.9517379073651208,0.9955752212389377,0.9458342498732979,0.9795752769232273,0.953857315419024,0.9290484680496107,0.9296723631341312,1.0,0.9540464077665471,0.9463422332244499,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9830508474576266,0.9240387321995363,0.9914526198426244,0.9954337899543376,0.9236519651642142
54.0,0.9728057883893276,0.9517379073651208,0.9955752212389377,0.9458342498732979,0.9795752769232273,0.953857315419024,0.9290484680496107,0.9296723631341312,1.0,0.9540464077665471,0.9463422332244499,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9830508474576266,0.9240387321995363,0.9914526198426244,0.9954337899543376,0.9236519651642142
55.0,0.9728057883893276,0.9517379073651208,0.9955752212389377,0.9458342498732979,0.9795752769232273,0.953857315419024,0.9290484680496107,0.9296723631341312,1.0,0.9540464077665471,0.9463422332244499,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9830508474576266,0.9240387321995363,0.9914526198426244,0.9954337899543376,0.9236519651642142
56.0,0.9719075374305192,0.9493704001328692,0.9955752212389377,0.9458342498732979,0.9795752769232273,0.9490880288419291,0.9245165243030268,0.9251811922977349,1.0,0.9492761757277146,0.9463422332244499,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9830508474576266,0.9240387321995363,0.9914526198426244,0.9954337899543376,0.9236519651642142
58.0,0.9710084555272538,0.9469969741325376,0.9955752212389377,0.9430359236902406,0.9795752769232273,0.9490880288419291,0.9199845805564434,0.9206900214613382,1.0,0.9492761757277146,0.9434214238626463,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
59.0,0.9710084555272538,0.9469969741325376,0.9955752212389377,0.9430359236902406,0.9795752769232273,0.9490880288419291,0.9199845805564434,0.9206900214613382,1.0,0.9492761757277146,0.9434214238626463,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
60.0,0.9710084555272538,0.9469969741325376,0.9955752212389377,0.9430359236902406,0.9795752769232273,0.9490880288419291,0.9199845805564434,0.9206900214613382,1.0,0.9492761757277146,0.9434214238626463,0.9914686700371915,0.9443966845193036,0.9447588277842693,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
61.0,0.970106869217572,0.9446175847502954,0.9955752212389377,0.9402292691554481,0.9795752769232273,0.9442946549588891,0.9199845805564434,0.9206900214613382,1.0,0.9444818516078778,0.9404915436643148,0.9914686700371915,0.9386381681502831,0.9390330167067895,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
62.0,0.970106869217572,0.9446175847502954,0.9955752212389377,0.9402292691554481,0.9795752769232273,0.9442946549588891,0.9199845805564434,0.9206900214613382,1.0,0.9444818516078778,0.9404915436643148,0.9914686700371915,0.9386381681502831,0.9390330167067895,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
63.0,0.970106869217572,0.9446175847502954,0.9955752212389377,0.9402292691554481,0.9795752769232273,0.9442946549588891,0.9199845805564434,0.9206900214613382,1.0,0.9444818516078778,0.9404915436643148,0.9914686700371915,0.9386381681502831,0.9390330167067895,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
64.0,0.9692027621633152,0.9422261478268769,0.9955752212389377,0.9374057578366626,0.9795752769232273,0.9394768250866502,0.9199845805564434,0.9206900214613382,1.0,0.9396630666506951,0.9375432943111354,0.9914686700371915,0.93280811741643,0.9332720779539867,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
65.0,0.9682986551090583,0.9398347109034583,0.9955752212389377,0.9345822465178777,0.9795752769232273,0.9394768250866502,0.9199845805564434,0.9206900214613382,1.0,0.9396630666506951,0.9345950449579553,0.9914686700371915,0.93280811741643,0.9332720779539867,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
66.0,0.9682986551090583,0.9398347109034583,0.9955752212389377,0.9345822465178777,0.9795752769232273,0.9394768250866502,0.9199845805564434,0.9206900214613382,1.0,0.9396630666506951,0.9345950449579553,0.9914686700371915,0.93280811741643,0.9332720779539867,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
67.0,0.9682986551090583,0.9398347109034583,0.9955752212389377,0.9345822465178777,0.9795752769232273,0.9394768250866502,0.9199845805564434,0.9206900214613382,1.0,0.9396630666506951,0.9345950449579553,0.9914686700371915,0.93280811741643,0.9332720779539867,0.9745025792188647,0.9188475033669544,0.9914526198426244,0.9954337899543376,0.9184335924796706
68.0,0.9664802538788069,0.9350396358478288,0.9955752212389377,0.9289181116904973,0.9795752769232273,0.9298411653421718,0.9109206930632766,0.9117076797885442,1.0,0.9300254967363291,0.9286798864455628,0.9914686700371915,0.921148015948725,0.9217502004483821,0.9745025792188647,0.9084650457017918,0.9914526198426244,0.9954337899543376,0.9079968471105838
69.0,0.9664802538788069,0.9350396358478288,0.9955752212389377,0.9289181116904973,0.9795752769232273,0.9298411653421718,0.9109206930632766,0.9117076797885442,1.0,0.9300254967363291,0.9286798864455628,0.9914686700371915,0.921148015948725,0.9217502004483821,0.9745025792188647,0.9084650457017918,0.9914526198426244,0.9954337899543376,0.9079968471105838
70.0,0.9664802538788069,0.9350396358478288,0.9955752212389377,0.9289181116904973,0.9795752769232273,0.9298411653421718,0.9109206930632766,0.9117076797885442,1.0,0.9300254967363291,0.9286798864455628,0.9914686700371915,0.921148015948725,0.9217502004483821,0.9745025792188647,0.9084650457017918,0.9914526198426244,0.9954337899543376,0.9079968471105838
73.0,0.9664802538788069,0.9350396358478288,0.9955752212389377,0.9289181116904973,0.9795752769232273,0.9298411653421718,0.9109206930632766,0.9117076797885442,1.0,0.9300254967363291,0.9286798864455628,0.9914686700371915,0.921148015948725,0.9217502004483821,0.9745025792188647,0.9084650457017918,0.9914526198426244,0.9954337899543376,0.9079968471105838
74.0,0.9664802538788069,0.9350396358478288,0.9955752212389377,0.9289181116904973,0.9795752769232273,0.9298411653421718,0.9109206930632766,0.9117076797885442,1.0,0.9300254967363291,0.9286798864455628,0.9914686700371915,0.921148015948725,0.9217502004483821,0.9745025792188647,0.9084650457017918,0.9914526198426244,0.9954337899543376,0.9079968471105838
75.0,0.9664802538788069,0.9350396358478288,0.9955752212389377,0.9289181116904973,0.9795752769232273,0.9298411653421718,0.9109206930632766,0.9117076797885442,1.0,0.9300254967363291,0.9286798864455628,0.9914686700371915,0.921148015948725,0.9217502004483821,0.9745025792188647,0.9084650457017918,0.9914526198426244,0.9954337899543376,0.9079968471105838
76.0,0.9664802538788069,0.9350396358478288,0.9955752212389377,0.9289181116904973,0.9795752769232273,0.9298411653421718,0.9109206930632766,0.9117076797885442,1.0,0.9300254967363291,0.9286798864455628,0.9914686700371915,0.921148015948725,0.9217502004483821,0.9745025792188647,0.9084650457017918,0.9914526198426244,0.9954337899543376,0.9079968471105838
77.0,0.965560672286153,0.9326235127577828,0.9955752212389377,0.9260599021160648,0.9795752769232273,0.924972886989595,0.9063432021433607,0.9071718206851183,1.0,0.925156253297919,0.9256937774859312,0.9914686700371915,0.921148015948725,0.9159163384202273,0.9745025792188647,0.9032138026630524,0.9914526198426244,0.9954337899543376,0.9027177956738951
80.0,0.965560672286153,0.9326235127577828,0.9955752212389377,0.9260599021160648,0.9795752769232273,0.924972886989595,0.9063432021433607,0.9071718206851183,1.0,0.925156253297919,0.9256937774859312,0.9914686700371915,0.921148015948725,0.9159163384202273,0.9745025792188647,0.9032138026630524,0.9914526198426244,0.9954337899543376,0.9027177956738951
81.0,0.9646393357667963,0.9302073896677369,0.9955752212389377,0.9232016925416328,0.9795752769232273,0.924972886989595,0.9017657112234448,0.9026359615816929,1.0,0.925156253297919,0.9227076685262993,0.9914686700371915,0.921148015948725,0.9159163384202273,0.9745025792188647,0.8979625596243145,0.9914526198426244,0.9954337899543376,0.8974387442372055
82.0,0.9627949010903771,0.925375143487644,0.9955752212389377,0.9174852733927682,0.9795752769232273,0.9201046086370184,0.8926107293836129,0.8935642433748419,1.0,0.920287009859509,0.9167354506070345,0.9914686700371915,0.921148015948725,0.9100824763920734,0.9745025792188647,0.8874600735468366,0.9914526198426244,0.9954337899543376,0.8868806413638263
84.0,0.961870913661308,0.9229590203975984,0.990901159167393,0.9146270638183357,0.9795752769232273,0.9152363302844414,0.8926107293836129,0.8935642433748419,1.0,0.9154177664210987,0.9137493416474027,0.9914686700371915,0.9152051255232495,0.9042486143639191,0.9745025792188647,0.8874600735468366,0.9914526198426244,0.9906015870904817,0.8868806413638263
85.0,0.9609451476231353,0.9205428973075525,0.990901159167393,0.9117688542439034,0.9768617720010028,0.9152363302844414,0.8926107293836129,0.8935642433748419,1.0,0.9154177664210987,0.9107632326877709,0.9914686700371915,0.9152051255232495,0.9042486143639191,0.9745025792188647,0.8874600735468366,0.9914526198426244,0.9906015870904817,0.8868806413638263
86.0,0.9609451476231353,0.9205428973075525,0.990901159167393,0.9117688542439034,0.9768617720010028,0.9152363302844414,0.8926107293836129,0.8935642433748419,1.0,0.9154177664210987,0.9107632326877709,0.9914686700371915,0.9152051255232495,0.9042486143639191,0.9745025792188647,0.8874600735468366,0.9914526198426244,0.9906015870904817,0.8868806413638263
87.0,0.9600175943918389,0.9181267742175063,0.990901159167393,0.9089106446694715,0.9768617720010028,0.9103680519318648,0.888033238463697,0.8890283842714158,1.0,0.9105485229826888,0.9077771237281389,0.9914686700371915,0.9092622350977734,0.8984147523357651,0.9745025792188647,0.8822088305080978,0.9914526198426244,0.9906015870904817,0.8816015899271372
88.0,0.9600175943918389,0.9181267742175063,0.990901159167393,0.9089106446694715,0.9768617720010028,0.9103680519318648,0.888033238463697,0.8890283842714158,1.0,0.9105485229826888,0.9077771237281389,0.9914686700371915,0.9092622350977734,0.8984147523357651,0.9745025792188647,0.8822088305080978,0.9914526198426244,0.9906015870904817,0.8816015899271372
89.0,0.9600175943918389,0.9181267742175063,0.990901159167393,0.9089106446694715,0.9768617720010028,0.9103680519318648,0.888033238463697,0.8890283842714158,1.0,0.9105485229826888,0.9077771237281389,0.9914686700371915,0.9092622350977734,0.8984147523357651,0.9745025792188647,0.8822088305080978,0.9914526198426244,0.9906015870904817,0.8816015899271372
90.0,0.9590828158189163,0.9181267742175063,0.9862049451429026,0.9089106446694715,0.9768617720010028,0.9103680519318648,0.888033238463697,0.8890283842714158,1.0,0.9105485229826888,0.9077771237281389,0.9914686700371915,0.9092622350977734,0.8984147523357651,0.9745025792188647,0.8822088305080978,0.9914526198426244,0.9857693842266251,0.8816015899271372
91.0,0.9562757441628607,0.9108592799624866,0.9862049451429026,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9914686700371915,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9914526198426244,0.9857693842266251,0.8710434870537578
92.0,0.9562757441628607,0.9108592799624866,0.9862049451429026,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9914686700371915,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9914526198426244,0.9857693842266251,0.8710434870537578
94.0,0.9562757441628607,0.9108592799624866,0.9862049451429026,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9914686700371915,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9914526198426244,0.9857693842266251,0.8710434870537578
95.0,0.9562757441628607,0.9108592799624866,0.9862049451429026,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9914686700371915,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9914526198426244,0.9857693842266251,0.8710434870537578
98.0,0.9562757441628607,0.9108592799624866,0.9862049451429026,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9914686700371915,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9914526198426244,0.9857693842266251,0.8710434870537578
100.0,0.9562757441628607,0.9108592799624866,0.9862049451429026,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9914686700371915,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9914526198426244,0.9857693842266251,0.8710434870537578
102.0,0.9562757441628607,0.9108592799624866,0.9862049451429026,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9914686700371915,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9914526198426244,0.9857693842266251,0.8710434870537578
103.0,0.9553308076567707,0.9108592799624866,0.9814406700455943,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9883991075912563,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9883831070876941,0.980865058931965,0.8710434870537578
104.0,0.9553308076567707,0.9108592799624866,0.9814406700455943,0.9031761926526296,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.9017851955187122,0.9883991075912563,0.9092622350977734,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9883831070876941,0.980865058931965,0.8710434870537578
105.0,0.9543811746471715,0.9083974981247503,0.9814406700455943,0.9002627210634278,0.9768617720010028,0.9005791481476509,0.878878256623865,0.8799566660645651,1.0,0.9007576786495415,0.8987386239122307,0.9883991075912563,0.9032406308918277,0.8925427604904335,0.9745025792188647,0.871706344430621,0.9883831070876941,0.980865058931965,0.8710434870537578
108.0,0.9534277469002712,0.9059290266624549,0.9814406700455943,0.8973397901508843,0.9768617720010028,0.89560357274352,0.8742281071179184,0.8753495631008763,1.0,0.8957811168890465,0.8956816898172916,0.9883991075912563,0.8972190266858825,0.8865924754204975,0.9745025792188647,0.8663910618426292,0.9883831070876941,0.980865058931965,0.865699661979808
109.0,0.9534277469002712,0.9059290266624549,0.9814406700455943,0.8973397901508843,0.9768617720010028,0.89560357274352,0.8742281071179184,0.8753495631008763,1.0,0.8957811168890465,0.8956816898172916,0.9883991075912563,0.8972190266858825,0.8865924754204975,0.9745025792188647,0.8663910618426292,0.9883831070876941,0.980865058931965,0.865699661979808
110.0,0.9534277469002712,0.9059290266624549,0.9814406700455943,0.8973397901508843,0.9768617720010028,0.89560357274352,0.8742281071179184,0.8753495631008763,1.0,0.8957811168890465,0.8956816898172916,0.9883991075912563,0.8972190266858825,0.8865924754204975,0.9745025792188647,0.8663910618426292,0.9883831070876941,0.980865058931965,0.865699661979808
111.0,0.9534277469002712,0.9059290266624549,0.9814406700455943,0.8973397901508843,0.9768617720010028,0.89560357274352,0.8742281071179184,0.8753495631008763,1.0,0.8957811168890465,0.8956816898172916,0.9883991075912563,0.8972190266858825,0.8865924754204975,0.9745025792188647,0.8663910618426292,0.9883831070876941,0.980865058931965,0.865699661979808
112.0,0.9524675981118513,0.903447029329133,0.9814406700455943,0.8943976924782583,0.9768617720010028,0.8905720919977698,0.8695279560043805,0.8706934484035314,1.0,0.8907486387042763,0.8926037458660291,0.9883991075912563,0.8972190266858825,0.8805612340911065,0.9745025792188647,0.8610097508995068,0.9883831070876941,0.980865058931965,0.8602890390924344
113.0,0.9505434211459691,0.9009581945375933,0.9814406700455943,0.8943976924782583,0.9740302886038978,0.8855120232932376,0.8695279560043805,0.8706934484035314,1.0,0.8856875668934574,0.8926037458660291,0.9883991075912563,0.891115495892101,0.8805612340911065,0.9745025792188647,0.8610097508995068,0.9883831070876941,0.980865058931965,0.8602890390924344
114.0,0.948619244180086,0.8984693597460524,0.9814406700455943,0.8914458849123238,0.9740302886038978,0.8855120232932376,0.8695279560043805,0.8706934484035314,1.0,0.8856875668934574,0.889515151589676,0.9883991075912563,0.8850119650983195,0.8805612340911065,0.9745025792188647,0.8610097508995068,0.9883831070876941,0.980865058931965,0.8602890390924344
115.0,0.947657155697145,0.8959805249545124,0.9814406700455943,0.8884940773463886,0.9740302886038978,0.8804519545887046,0.8648022605913134,0.8660123008314686,1.0,0.8806264950826374,0.8864265573133231,0.9883991075912563,0.8850119650983195,0.8744883979939267,0.9745025792188647,0.8555945952334723,0.9883831070876941,0.980865058931965,0.8548441717564059
116.0,0.947657155697145,0.8959805249545124,0.9814406700455943,0.8884940773463886,0.9740302886038978,0.8804519545887046,0.8648022605913134,0.8660123008314686,1.0,0.8806264950826374,0.8864265573133231,0.9883991075912563,0.8850119650983195,0.8744883979939267,0.9745025792188647,0.8555945952334723,0.9883831070876941,0.980865058931965,0.8548441717564059
117.0,0.9457290638239062,0.8934916901629718,0.9814406700455943,0.8855422697804539,0.9711905501531577,0.875391885884172,0.8600765651782456,0.8613311532594072,1.0,0.8755654232718177,0.8833379630369695,0.9852613326465218,0.8789084343045382,0.8684155618967463,0.9745025792188647,0.8501794395674372,0.9852453829382091,0.980865058931965,0.8493993044203783
